ReviewID,Content,Score,Thumbs up,Username
" c2032eb1-f447-4481-bd57-c6914aa72bd0,:"," Tiny text Clunky and dated. They have lagged at updating this phone app and especially the watch app, and its badly needed. The limitations of this watchand functionality is not necessary, and can be optimized. But no they dont update sht. Total BS. Not cool to take peoples money and leave them with this junky software.,",1,8, Russ Mess
" b94cf98e-3da3-4c35-b0bf-ea8b59a1f82f,:"," When I walk, it count my steps but when I stop 10 seconds and again walk, it does not counts steps with acquracy and forget to count steps. Notifications shows when click, not shown instant on screen like pop-ups. Calling speakers sound cracked when call. No any surprising features are added in this watch. OnePlus takes around 15000/- for this watch but actually cost seems 7000/-. Others function like blood oxygen, heart rate, calories burn, stress are not much varitable.,",1,5, Sandeep Singh
" f2f5ab5f-8fe3-4298-b725-5a20b8d7dc82,:"," Most of the time weather app in oneplus watch doesnt sync with mobile and fetch data. It asks permission for gps and mobile data. Even if it is allowed, it doesnt update weather. Activities graph should give more data in terms of number to get exact values.,",2,1, Snehil Gupta
" f56aa5c2-47c3-4169-8290-4336107e17bd,:"," I recently purchased the OP Watch and so far Im impressed with the watch and the health app. I have a Samsung GearFit2, but the Samsung app is cluttered with ads and other nonsense and finding the GPS map is ridiculous, as where Im finding the OP app much easier to navigate so far. Please dont add ads and nonsense items.,",5,1, WildstarPatriot
" 6d0e1c46-d5ab-4de4-b42e-0cbd388e78ad,:"," The watchs latest update was more than 9 months ago! There is alot of small problems and some big. The watch itself needs basic apps like a calculator. And the OnePlus health app needs a way to edit the quick reply presets and enable it for more apps, i know it works in messenger but not on the normal messages app... Why? The music app on the watch has been a bit buggy after the last update. It would be awesome to see the phones battery and be able to change the volume from the watch.,",2,16, Adrian Eitrheim
" 9ab69a4f-7c3a-4982-8fa0-61de563b1a08,:"," Do not disturb mode on my Google pixel wont sync with the app or watch so my watch vibrates constantly when notifications come in, needs fixed. Also, Security issues...app is by an unverified developer and google is asking me to delete the app. Also, cant make calls from the watch, it does not work. Please fix these issues and Ill update my review to more stars.,",1,2, Brando
" a387e64a-2a26-4b28-856d-49e6ff16e348,:"," This app is great in all things except when I am listening to music that is what comes up when I lift my hand to read the time. I have to physically change it back to clock to see the time but it goes right back to whats playing. FIX THIS PLEASE!,",4,4, Emma Morgan
" 229f4b02-6405-4299-89e8-3b571ac54f11,:"," Never did any major or minor update for over a year so far. No new watch faces and the ones they offer are pretty lame. This and the watch app are very low quality with limited UI usability. The point size of the font on this app is so small it looks ridiculous and is annoying to read.,",1,1, Russel Messick
" 8e4063e6-2355-4740-9b70-61fbd7f28198,:"," It was all fine since last update. Now the heart rate is not measuring during free workout, not measuring during fat burning.. and the app doesnt show the recent workout logs and it is showing logs which were one week back. Im totally disappointed with the new update, so kindly consider these points and do the necessary asap.,",2,0, Dilshad karattil
" 210bdf73-338d-4051-9f2d-574ca3192646,:"," No audio in OnePlus wireless z after receiving a call. Cant change the call sound to the wireless z before or during the call (all experienced when both one plus wireless z and watch are connected) If I disconnect the watch the earphones work normally. Looking forward for new faces and bug fix✌️,",2,0, Kishan Rajpurohit
" da9d3bd2-7b35-4b9b-ad57-c43cf2c20a14,:"," The watch cant even record my data and app remains the same with the bad UI and 0 cool features 10 months later - still no improvements, spotify added but doesnt work and my watch restarts whenever I try to swipe to see my playlist on the watch. Update  Have got no new updates in past 6 months. Still alot of things can be improved, pure money bagging scheme, thank you oneplus for becoming worst company from being one of the best,",1,1, Anuj Chauhan
" ed582faf-3a59-43b6-95f0-231888940902,:"," Ridiculous update of OxygenOS i dont know I cant even find the option of setting up my watch. Like what have they even done to it??? Where are the settings for setting up my watch faces? I have one plus Harry Potter edition watch which was working great with my 1+ 7T mobile but later when I changed to 1+ 10pro. Im unable to set the watch faces, pictures option doesnt work it opens and crashes the screen and I cannot even go back from it until I lock and unlock the phone again.,",1,3, Maliha Firdous
" 877b4617-7787-4e37-89cb-6a56f5e22d0a,:"," app is not user friendly. too few watch faces. auto tracking workout like walking, running is not correct. sometimes doesnt even track after completion of walk in watch. needs huge improvement, please work on it before it is too late. oneplus lover, cheers!!,",3,2, arodhan findings
" 70a9c46b-2323-448a-a1d2-206282fc35a6,:"," Watch is good in its look.. but in terms of features, I am little disappointed and I hope we get the new updates to fix and improve user experience.. specially improved functionality to have the flexibility to minimise the use of cell phone.,",2,0, latika binwani
" ae8932e4-479d-4401-87f1-08da10adbea4,:"," Very annoying. I just transitioned from the iOS version of this app. Whenever I get a message on whatsapp, the OnePlus band vibrates for a full minute straight, brining up the previous unread messages and everything else. Itd be helpful if the band showed only the message that I got then.,",1,1, JOEL JAMES
" 4ec83166-3bd1-4b71-8c42-7a9a88970bf4,:"," I have samsung galaxy A31 . The band connect pathetically after various attempt. And the main issue is that when ever i dont use the band for at least 2 to 3 days . The oneplus app doesnt able to detect the band. For that i have to shutdown it and again put it in the charger . Then it is able to connect the app and in the whole process my every data is lost . So, i am feedup doing this every time. Please resolve the issue asap.,",1,11, Ajay Morai
" 2fbd2a2c-c83f-42a1-8d3e-02b85d64b847,:"," Oneplus band Bluetooth connectivity is very bad. Once disconnected, you have to do all sorts of thing to reconnect. Now I am using it just like a digital watch. Band is just one month old.,",1,2, Anil Gupta
" 9ebcda9d-aa0e-4d84-9101-2a29fcda29e1,:"," Every time I switch off Bluetooth and try to reconnect after some time, I am forced to re-pair and this process requires me to reset the factory settings on the band. This process is causing me to loose the information on band to get deleted. Band should be allowed to get repaired with out reset.,",2,4, pravarsha atluri
" 2a1591bb-80e0-469f-8868-9a4e638e3ca5,:"," No matter how much you tight the strap it isnt measuring heart rate. It says please tight the band. When it is very loose it starts measuring.Simple things made complex. App is so dumb. App needs to be updated. Coming to watch faces even theres few theyre good but tiny widgets on watch faces would be helpful.,",1,0, Dadi Srinivasa Rao
" 4182a823-ab02-4225-9856-366a48319ef4,:"," I am unable to pair my brand new watch. The watch and the phone are connected, however am unable to pair the watch with the health app..seems useless. App keeps showing preparing while watch is on the pairing screen Update, there seemed to be a downtime for a day, issue is now fixed, watch is synced and changing rating to 4,",4,1, Shameel Sharma
" a96d4334-e024-4a20-b811-4f366763d736,:"," Apps need a lot of improvement I purchased a one plus smart band, so for testing the band i was trying to sign up into one plus health app and every time app was throwing business error. Which was really bad first impression After trying for hours i was able to sign up. Getting started on one plus health needs a lot of improvement,",1,1, Suleman Khan
" 0969629b-a64a-4ab1-a47f-2d867c16d316,:"," After the latest update I am unable to get the details of any of my workout logs! App just shows data == null for all new and past workout logs!! Please fix this. UPDATE Subsequent update seems to have fixed the issue with workout logs not opening! Thanks!,",4,29, Roman Choudhury
" 5068c940-de72-4cf5-af4b-9fe966b764b4,:"," Very few optiona available to change faces. Also, dont understand the logic of swipping to change faces, swipping could give details like weather, total burnout or any other relevant info. Also, like smart notification you could add smart brightness where max and min brightness could be defined,",3,0, utkarsh handa
" 544d65eb-8d0b-4560-8432-6c852b4110c7,:"," This watch is good but in this watch has some issues. That should be fixed it. 1. The display time of call notification is very less. There is no indication sign of call notification on any watch faces. 2. I will not access any other options of watch while I am using workout mode. 3. The vibration of watch is not so good, when I am in traffic and in public place I will not feel the vibration when I am getting any notifications.,",1,36, Parvesh Kumar
" b79413ab-de3f-408c-93bb-ac066bdbcc52,:"," There are a lot of bugs. I have also reported these several times to the help feature provided but no reply. 1) No heart rate is measured while swimming. 2) My name is being displayed as nickname for all activities and I\m unable to change that. 3) Even when the GPS is on and the permission is given, no route is provided for the outdoor run. Ridiculous customer service. These are minor issues which can be resolved but nobody ever replies what to do. Kindly fix this.,",2,1, Banica Atri
" dac84fc0-e021-42e9-a4ae-74f7cd3e8b49,:"," Going on Day 4 with the OnePlus Watch and the app and my sleep data doesnt show up in the Health app. I have restarted both my OnePlus 9 Pro phone and the watch seven times and... nope, still having communication issues. I like the simplicity of this Health app, yet I wish it were a little more polished,",4,0, Peter Herget & Gadgets Anonymous
" 10f5ef24-a566-438b-97d8-09f67578cb55,:"," The Apps latest update is not user friendly. Earlier OnePlus wrist band would have shown who was calling notification. Now after the update the calling feature is vanished. Every time you have to see your phone to see who is calling. Kindly fix this issue. The issue is still not resolved.,",2,1, Sayantan Basak
" ae05f7d8-8d6e-4d7a-9476-f2428f12a49e,:"," Hello developers, Can you make an update like to receiving the Phone calls from band. It is more reliable for those users who uses the OnePlus buds and oneplus bullets. If user has already wearing the buds or bullets at that if any incoming call will ringing at that time user can receive call from the band screen as we can reject call from band screen.,",5,1, FnF Photos
" faf8814e-170b-4fd9-8e40-873167ff177b,:"," Needs more update. As I was doing my workout ( outdoor walking ), after walking for 3 km, I stopped on a shop and paused my workout from the app, when I again started working, the values suddenly changed and assumed some random numbers. Like before pausing it was showing I walked 3 km and when I again resumed it was showing 8 km... Is this a joke... My whole workout log got a error due to this,",3,8, Souvik Saha
" 4f468c5e-2efd-47f3-a04a-0b38631958f9,:"," It is smart - matches another step device for distance and steps, also matches a stanalone pulse and oxi measuring device. Looks smart and expensive. A smart stop and start for activities such as a hike - stop if no movement for say a minute and restart after one minute of movement. Having to remember to restart the hike activity after a break is annoying. Then 5 stars.,",4,47, Henry Woodcock
" b445dfcb-5158-421d-8ae9-6a8fd6b691f8,:"," I installed the app to start My watch , but when I opened the app it shows an interface to register My Email ID and to select My region , After registering My Email no matter as many number of times I try to select My region and start the app it shows the same thing again and again Oops, the spaceship got lost . We are trying to get it back on earth Because of this issue I have uninstalled the app 3 times but the problem was not fixed , it would be great if the authorities look over this issue,",1,0, Raai
" de88689e-6936-46b3-9231-c7cee5569444,:"," Even after setting to don\t optimise , band keeps disconnecting. Cant sync activity like running cycling with Google fit. Doesn\t track sleep data properly nor steps. Right now it\s nothing but a dumb watch. I should have instead spent 1k more and get a G Shock instead of this useless band.,",1,6, Aniket “AT” Tambe
" 807e363e-b6d9-4590-9716-6e12ae473aba,:", The watch gets disconnected frequently even though its within range and now suddenly the app unpaired my watch and now i cant pair it.If we try to pair it the code appears on the watch correctly but if we click on pair the app shows a error saying failed to pair with OnePlus Health App.Please look into the issue and please help me out with it if u can ) Edit,3,5, Aarush Sahasrabuddhe
" 9e80b73b-3c77-4c19-898a-64fbdecafb6d,:"," There are more issues with the aap. 1. Everytime I have to repaired the device. 2. Stress icon is lost in my app. 3. Battery life is very bad. 4. Lost all the data everytime I reconnect the device. 5. Data shows in band but not doesnt show in app.,",1,0, Shubham Raj
" 21b58c4a-1534-4ac8-8c9a-f6828b63b32c,:"," The watch is really nice but while the durability test it didn\t perform good as the front glass broke and one more thing please update the clock for the seconds hand to be in motion instead of just tik-tik please add that in the upcoming update.The overall experience with this watch is extremely good.😌,",4,1, Vishwajit Marne
" 75505371-d1eb-4675-8eec-fc820acd396d,:"," I purchased a OnePlus watch but not able to use it . Due to watch is getting connected to phone but the health app is not getting paired so without pairing through health app the watch is usless. Have tried all measures provided on every forum. Tried connecting on one plus 7 pro, 8t, 8 but on any devices it is not getting connected.,",1,1, sarvesh jhalani
" f47af4bf-c4b5-4305-8ac3-93f39d277548,:"," Lack of many important things.... 1. No comparison graphs for weight management, 2. No manual input option for sleep details, 3. No graphs for important parameters such as sleep, steps, etc. These are serious issues. I hope they update it soon...,",2,16, Dr. R. Arun Prasath
" 1fdb8f66-7f95-4d84-a62e-8bca3a0a7a27,:"," After a month of use, I dispointed, not recommend product to others. App has inaccurate gps tracking; no working Stress monitor; very poor sync between app and watch, no realtime availab sync of data, except sleep tracking & step count is working properly. Other features e.g. stress mornitor, spo2, run traking, Gps are bogus. DONT BUY THIS(watch), WASTE OF MONEY & TIME. --> 2 star for the watch decent look else it has nothing.Phone tracker work better than this.,",2,11, LADYHART
" e23bae05-47a2-4cde-bc3b-b5282cc77713,:"," Does not connect with Google fit. Disconnects with one plus band around noon everyday ( I am using one plus 7T phone). Workout sessions cannot be viewed on daily basis ( it is cumulative. It shows total 78mins of workout in 2021...no daily graph). I guess there is a lot to learn from Google Fit here.,",1,1, Mohit Khanna
" 3fdb6c05-0e56-4f65-9103-940f96f6e2a3,:"," I got this band for two very specific reasons... To use it with sleep as android app to track my sleep and heart rate while sleeping... Second, to use it with endel app for personalized soundscape using my heart rate... And even after recent Google fit update,these two things doesn\t work...and even Google fit integration is not working... Really very very disappointed in oneplus.. Good luck with future products... Gonna switch to a better fitness band now.. So long,Oneplus..,",1,9, Milind Patel
" 0bd8122c-bc2e-4673-86aa-4f5d72d7a3e3,:"," Nice app experience but need more customisations, settings and accuracy of health tracking. Im turned on heart rate tracking in every 6 minutes but The heart rate graph( deagram) is missing in the app after new(2.0.10) apdate. Please solve this issue as soon as possible.,",3,0, Shubham Mahajan
" 53bdca93-0100-4628-9aea-5520716516a3,:"," Like many others have pointed out the tracking is not accurate. Steps counter is a joke. The app should let us set target weight we want to lose and help us find out how many calories we must burn and in how many days to reach our goal. It should also be able to modify the recommendation based on our activities. Only then will it feel interactive.,",1,60, manish
" 15e39f21-21c0-46ea-95d7-67af75ad8324,:"," Google fit sync doesnt work. Please add ability to zoom in time series charts e.g. the heart rate chart. Additionally, gps recording is very finicky. It stops recording gps data in the middle of a cycling session. The app basically kills the experience.,",2,16, deb d
" b885fc1d-fbbd-4f92-8a61-e0f71f1bc4de,:"," Im writing my review on these application third time. Every time I update my review keeping eye on the previous patches and fixed. 1) The oneplus watch needs to be fixed bug of screen lock coz screen is always lock in a while whereas tied on the hand. 2) Oneplus watch has not enough and new watch faces. They are very needy. Please fix these issues and update the watch faces to improve user experience with watch nicely.,",3,29, CoollLzZ
" 604e869f-f855-4bb8-9d7a-361e0024f08f,:", Dear Sir/Madam I am trying to connect OnePlus band to my OnePlus 7 pro device. Same is connecting through bluetooth but unable to connect via OnePlus health application. Every time I try to connect through application it automatically get closed and came to home screen wit hout any error message. Kindly do the needful since I am unable to use OnePlus band. OnePlus band model no W101IN Edit ,5,3, sanket jadhav
" cf8763e1-415b-400d-9be7-205a3951c65e,:"," There is no way to disable/modify sleep tracking settings like frequency etc. Sleep tracking drains 4-6% of battery every night. No way to limit number of time sync should happen over Bluetooth, neither is there anyway to turn Bluetooth on/off on schedule to sync GOOGLE FIT integration does not work,error says the app tried to access sensitive info,",1,17, A P
" 2364e0c3-b967-4140-a769-0450617a8431,:"," Just as bad as the support itself. Bad The watch is gorgeous but the soft part , and support are...how to put that delicately? Months of messages on oneplus plateform and twitter. Im still waiting for answers! Gps Measures accuracy , app stability, watch faces , a lot of fixes are needed,",1,2, KS Time management
" 98ad4ea4-3174-47f1-92c5-00c470bb1c22,:"," Watch is wonderful but it requires support from upgraded OnePlus Health. Like with this version of s/w, options to explore Spotify using watch is thing of past now. Having suggestions for improvement/expectation from watch. But, keeping limited to OnePlus Health app only. Improvement is required and yes team oneplus can do it. Looking forward...,",2,3, SM Imtiaz
" 2ead5a1e-79fe-49ab-bde1-402ce7889214,:"," Ive been trying for days to get the app and band to pair. Followed every instruction and fix suggested but nothing works. Its ridiculous that you sell a product without even getting the basics right. My Mi fit band was much better in every way.,",1,4, Christopher Mascarenhas
" c6c9309b-74d2-4126-83d6-84de64352c8a,:"," Watch is good. Accuracy is also good. But with this update there has been issue in manual check for your heart rate. Most of the time watch is not showing any reading and the display remains empty with no reading. This issue I am facing after the latest update of the watch. Please resolve it. Battery drains very fast. I have to charge is every alternate day. This is very disappointing from a brand like Oneplus.,",3,5, Gaurav Singh
" 1bf261c6-15b6-4dca-9c15-0db83e306902,:"," Seems like conectivity is an issue with band either its not connecting with application OR mobile blutooth . There is no option for toggel blutooth in band . Plz plz plz help me im dissconnected from 12 hours... What to do now i have one plus buds Z. But thay have Fabulous Connectivity among them why you dont put that tecnology in band for conectivity. Help fast. I did it sir . I did alot of steps reset is work for connection but all data lost.,",1,0, karkhelikar sohail
" 3af8f077-3c24-4bd4-bf3d-b9a524f4b991,:"," Could not connect to my pixel 6 Pro no matter what I do, on one forum a guy said he had to get an old phone he had with an old version of Android on it to connect the watch and then it said update available and then he was able to connect it to his pixel, but I shouldnt have to do all that its insane plus who knows if it would even work.,",1,1, Justin Baughman
" e5ea35b5-36d6-4ca3-a5d3-ed4d185d7c75,:"," The UI is so clean and the user experience is good so far. But Im not that much happy with faces. Can we have more faces other than in apps. So that we can see kcal and steps and time in a single face. And we cant see the kcal anywhere in the faces. Please update ASAP.,",5,12, VINAY KUMAR P
" 8fd0c765-67c0-49cd-8ec2-0aa83a8cc63b,:"," One word ridiculous. Several months to fix a bug. Smartwatch that is basically the same from the day one. No killer features, bugs not solved from several months. Shortly I will replace it with some other product, it is clear OnePlus is died,",1,6, raffaele raimondo
" 57137024-15bb-461b-b740-3e98df67acf6,:"," The app does not work with OnePlus 8Pro. The screen goes blank after u confirm the ID. Similar issues are faced by many 8pro users. The call center are unware and have no idea of the same. Quite disappointed from OnePlus..Im a very old OnePlus user😔 I bought OnePlus Band but without use of the app, the band is useless.,",1,1, Pranav Ambetkar
" e68d7996-ddef-4a11-904a-572fcfebc544,:"," All things are good but some time heart rate is showing wrong and spo2 is not working correctly it gives approx 70% accuracy and music control is not working with my mi music player.... sleep tracking is very poor, i woke up only 1 time but it shows lot of time i woke up.... kindly fix it....add some more attractive watch faces...,",1,1, Arun Kumar Singh
" 2c860da7-aeff-4873-80b3-6a7a3c1d73d6,:"," A valuable product for health monitoring at personal level. Just one suggestion. The continuous use of SpO2 sensor gave me itching at the spot. So Ive decided to use it on need basis. It will be better include the warning on the product or literature. After the use for 3 months even the wrist band is giving rashes and itching. Decided to abandon the product,",1,2, Aurobind Padiyath
" 51f0cc2f-77cc-4ec6-bd7e-371d63b5cbeb,:"," Overall a good experience with the band, but the app needs lot of improvement interms of user interface, very plain and dull user interface and very basic app. One star less for the app and 4 stars for the band.,",4,0, Mansoor Ahamed
" e1509450-4112-4925-a8e1-72f4bef26796,:"," Yesterday I just updated the app.. In the whats new options there was mentioned that the display interval for a notification in the band is set default to 5sec..but after updating its totally not showing any notification(wheather whatsapp or fb or message)..I just tried to restart the band and my one plus 7 pro but still didnt get that...its just disgusting...,",3,1, Dr Ayusman Nayak
" deff4f88-600f-445a-a956-5db8875cd5b5,:"," You guys show that we can sync activities with Google fit but when I tried connecting it with Google fit the access is being denied and when I checked google list of apps that support connecting with Google fit there is no sign of OnePlus health app, any suggestions of how to connect with fit? Your response would be appreciated. One star because I want a response from, later on such my ratings will be edited.,",1,2," ""Buntys Eye View"""
" 5ab101f7-a937-4195-9926-b16949793aea,:"," The first experience connecting the device is ridiculous. The watch is not pairing with oneplus 8 pro phone (Model IN2021) even after resetting the phone system settings. With latest OS and oneplus health app downloaded and installed on phone the watch does not pair at all. Were the softwares not tested prior to launch especially on oneplus flagship phones?This was not expected from oneplus..what is the solution?,",1,3, Kritgya Gupta
" aa1731cc-e22a-4e1a-90ab-a30e4507dd5a,:"," {Update4/4}OnePlus is becoming worse - with each passing day .. the watch data is very inconsistent and map/navigation feature is still not working even with the latest version of health app. Racquet ball and squash features are missing in activities... The watch is of no use if you cant take whatsapp calls or make payments using it...,",1,7, SaHiL “shæl” KuKrEjA
" 958fcdf7-b23f-4a51-a2ed-988d562ceb25,:"," Using OnePlus band for 2 days, Nap sleep is considered as actual sleep and corresponding actual sleep data shown in app. It would be better if its tracks nap sleep time data seperately. 20min nap sleep per day is good for health. Also only 4 watch faces with step count on display. Hoping from OnePlus with more watch faces with step count on top.,",3,0, Sathish Kumar
" 17474362-e36a-43fa-811d-418f9493c62f,:"," Just received my oneplus watch in the uk,watch really great to look at but doesnt work or sink with the oneplus health app. The main thing is the step count,sometimes it doesnt work at all and when it does it doesnt count the right amount of steps.Only 25 to 30% of the actual total.Maybe it will get fixed?.,",2,3, Malcolm Baker
" 7e6b8f7d-bd2e-4266-8e2f-6fc505e475e1,:"," Apart from the integration with Google Fit, which has been addressed,things like battery saving mode;workout modes like jump rope, stair climbing can also be added. Looking forward to the updated app. Edit A water drinking reminder can be added too,",3,0, Nikhil
" 8235a2d7-4511-467d-9bf5-a8e1756c7d6b,:"," Could you please add water reminder that would be great. I have turned on notification for whatsapp but my privacy setting is that it doesnt allow message to read from notification and because of I am not even getting notification that there is a message. I think my band should show that there is a message not the message itself.,",4,2, mukul mishra
" bbe84e57-1fde-417a-9e0c-9673643e2b87,:"," Over all the app says what it does.. More watch faces and customisation like clock font, colors, etc are expected.. A feature to share the daily sleep, steps (or activities) would be appreciated.. And why not cut some slack for OnePlus users like removing the persistant notification in the notifications drawer..,",4,0, Prudhvik Chirunomula
" 37e42b35-3cc0-4f44-a8b7-a073629f4603,:"," The app descent in all the way..but observed in accurate distances with treadmill and cycling workouts. The treadmill results are exactly matching with Google fit data but not with OnePlus band. Plz fix it. Oxymeter reading sometimes shows below 90 in continuous mode..in intervals its ok,",3,0, saideswar rao
" 0bec3507-4876-4ee5-843d-258af6cbe5d5,:"," With the latest update , my experience with device has gone down and so did my rating of ur app from 4 stars. 1)sleep monitoring in latest update has gone worse. Readings are always off , my sleep score has gone 50-55 on average from 70+ earlier, all because of update in the app 2) stress monitoring is missing , while the app shows how to turn on stress monitoring , there is no option there really. 3) A way to share or export the data and analyis outside the app.,",1,4, Sai Pradeep (Sai Pradeep)
" 9c0cc674-acbb-408d-812e-2dbb923fa21e,:"," This app has many glitches. Firstly, its step count is very unpredictable. Secondly, it gives you an option of connecting your oneplus health account with Google fit but when you try connecting, it doesnt connect at all. Really disappointed.,",1,24, Bhavneet Kaur
" 64b10855-49cc-4d49-a6f5-13a149865eaf,:"," The app doesnt capture the right data. It doesnt tell me the distance covered in activities like outdoor cycling. And even the data regarding the calories burned is not properly updated. What a pathetic try to be another Fitbit app.,",1,1, Hitesh Chowdhury
" cd21d3ce-3b71-4e66-87a5-57ebdbf9db46,:"," Please 🙏 read this before installing the app or buying the watch or band .Not at all good. The app doesnt have any features and does not have lot of watch faces . The band is the worst because its heart rate is wrong because even when not wearing it will show heart rate. And after one month the bands exercise modes are not at all working. I request all of you not buy the band or the watch. Because they are the worst you can get in the market.,",1,0, Rion Jose Sino
" 59d33654-4108-4fd5-92f9-32eba740f833,:"," Thought to give 5 stars, but very disappointed with less watch faces. Pls review your competitors. Huge fan of One plus, now regret in buying one plus watch for this price tag had options of buying other brands. Waste of money New update, nothing new. Even when music is stopped watch displays music controls which is useless. How does navigation is synchronised puzzled🙄,",2,2, Naveen Samuel
" c1e92308-bdd4-4e03-903c-f0b7e7d39966,:"," Bring the update on the band. And the battery drain is little bit fast! 1) Need more watch faces. 2) Sleep tracking is not accurate (In the band) 3) GPS tracking is not good. ( Late to connect gps in the band) 4) Mainly add sports band faces. Thank you developers, I was eagerly waiting for the app update 🙏🏻,",5,7, Sharon Lawrence
" be5acf5c-4837-4d99-b0e3-1e2e0da1970c,:"," Worst experience ever. No proper steps tracking, not properly syncing with the phone via bluetooth, even though both band nd phone are of same brand. Band battery drains upto 20% in single day , worst battery even when battery nd heart rate monitor tracking used when its necessary battery draining . Band disconnects itself automatically. And pairing it again to phone is worst experience.Please updat all the technical glitches or refund my amount I will return your useless band in ua showroom.,",1,7, uday basavaraju
" 5b0ed960-dcf3-45c6-85da-2d2efe10d1ce,:"," This App is so damn boring!!! Not everyone wears a smartwatch to monitor you health. The other functions like TV messaging, weather, are just lame! Dont get me started on Watch Faces! Carbinox and Bolt have far better watch faces!!! Make another app that doesnt revolve around health and focus on 95% of what people want. Functionality, watch face choices. A screen that stays on longer than 2 seconds!! Im so frustrated because I love my One Plus Phone and the watch is so boring and lame!,",2,2, Gordon Glaser
" 7989fb1f-646c-46f2-9816-b306d5fcf700,:"," The app is not running in background. To count the steps u have to open the app again and again. Also there is very less information about health and not syncing data with other apps like Google fit or samsung health or water drink reminder app or healthyfyme app. Needs lots of improvement.,",1,0, Devender Verma
" 6e3caf6a-13f1-4551-b9b2-627ba7a435a5,:"," The watch does not count skips while skipping. I had a better experience with a mi band in this regard. And it was 10 times cheaper. The app does not recegonise day time naps at all The heartrate tracker feels somewhat inaccurate.,",1,0, Gunjan Pande
" b4af00e8-74f6-4f17-a5d2-5905e579c38c,:"," Useless 👎 This app doesnt show any parameters like heart beats, elevation gain, speed, pace etc during cycle ride as well as navigation. It shows when it is completed. After completing, it is useless.,",1,0, Anand Panse
" e21e32c9-4bd1-49dc-ae6d-81f26651e0ea,:"," Have used it for one month. Its a good one. Its Counting my steps and always remember me the percentage on notice bar. Its really helpful. And its pushing me to walk aleast 2 km per day. However there a slight difference when compare it to oneplus steps counter.,",5,0, Ajith prasath Kumar
" 735ff080-9006-47a5-b3d7-5e6ab751484b,:"," The experience was extremely bad and i am very disappointed that even in my OnePlus 8T phone also i am struggling to connect and pair the band with the OnePlus Health app. OnePlus is a reputed brand but the app is seriously not able to match the OnePlus level. Please provide update of the app or the band to resolve the pair issues with phones.,",1,0, Ishan Borah
" 7f64a86d-ae4d-4526-bf18-f29f4d644074,:"," 9pro is counting steps, distance, calories in notification bar, when I open the app is showing all 0. Tried to reinstal it, app is updated to last version, GPS permission granted and working - test it whit running and its fallowing me. Need fix, change it with Google fit app, found it better.,",1,1, Georgi Marinov
" f1686859-8d11-42ab-9287-a7f3bfbc9b3c,:"," While the app is generally good, I find two flaws 1. It disconnects from the device frequently, and 2. It does not connect to Google Fit. That I believe is a major hurdle.,",3,8, Sudhir Kulkarni
" 1d9056b9-f0e6-495d-a8f5-a62b615cddc2,:"," One plus make me disappointed After update. Music control didnt switched to band automatically. Even after playing songs in mobile. Worst battery back up. Sleep monitoring didnt showing any data about my sleeping hours.. need lot more optimization in software & bugs to clear,",1,1, Mohanraj raji
" 20c849a2-c37c-4643-a3d7-81fc54f4b262,:"," Pairs to the devices and lets me get notices... Thats about it. Cant find any historical data as it seems to roll off, cant sync with Google fit because it apparently violates the Google API rules, cant seem to customize quick responses... Half baked would be generous.,",1,5, Ben Rude
" 8727c149-91ab-412d-b4c7-be83396f17f8,:"," A lot features needs to be introduced in smart watch. 1. Much better watch faces could be given 2. 3rd party app instal should be allowed 3. Basic equipments like calculator and calendar needa to be given 4. Widget on right swip cannot be rearranged, we need to delete and re set it again to rearrange 5. Notifications theme could be improved 6. In call options needs to be increased, option to switch from watch speaker to headphones should be given, mute button could be given, recording allow.,",3,24, Arpit Agarwal
" 9913990d-f653-4c4b-8124-3360ebe044b5,:"," Everything is there but can not connect with Google Fit after trying lots of time only processing going. I have wait more that 3 hours it may be connect it didnt till now. This is only one issue I have. Overall product was excellent.,",4,7, SHAIK HABIBULLAH
" d384a778-1fec-43e9-a92d-322f1ce6c5c0,:"," It takes too long to update data from my oneplus band. Some workouts are not shown at all. Really need to solve sync issues, app says data up to date when entire days record is missing. Very bad experience.,",1,1, Tanvi Chhag
" 755d4ffc-3279-4177-8520-e6e71ebaf76a,:"," The data doesnt appear on OnePlus Health App on phone. It says without wearable device the data wont appear on phone app which is disappointing and should improve on that front. Irrespective whether user has a wearable device or not, data like walking steps etc should get updated and appear on phone health app. Please work on this. Thanks,",1,22, MKP
" 1fbb103d-0982-4837-b678-c643f86b0f95,:"," Need more features and improvements. For e.g. water reminder and period tracking feature. Also the app crashes everytime I try to set a picture for the bg. This is after updating the app and the watch.,",1,0, Belen Fernandes
" cdc9944d-9e1d-4a6c-8ccf-57ad0115ecc1,:"," The watch faces are boring and not at all exciting in any ways .. customised notification replies can be a great add on ..on the next software update,bec the worse part of this watch is limited template replies for notifications and for calls,add a emoji panel and let the users add their own messages and edit templates..adding new watch faces will be great add-on...make more notification content interactive rather than just viewing..adding on these stuff can greatly improve the user experience.,",3,7, Adithya Das
" ae8220b0-7315-47c7-b680-ac69f96f8e77,:"," pairing is quite difficult ....and there should be option for choosing font CLR while we placing photos on face watch..so that we can visualize..like on black & white photo there should be CLR choice for the numeric field. we will let you know other changes to be formed. all the best...Suhas.,",3,1, Suhas Karvande
